video_id,title,description,published_at,tags,duration_sec,is_short,view_count,like_count,comment_count,thumbnail_url,video_url,year,month,month_name,day_of_week,day_name,week_of_year,engagement_rate,like_rate,comment_rate,performance_tier,title_word_count,title_char_count
gHXqem5GLBs,Como montar Teclado Mecánico Custom + Historias de RMA,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ ¿Quieres montar tu propio teclado mecánico custom sin experiencia? En este vídeo ensamblamos un kit hot-swap paso a paso: switches, keycaps, PCB, chasis de aluminio, y conectividad Bluetooth / 2.4G / USB-C, con RGB. Te contamos errores típicos, qué tener en cuenta al elegir switches (lineales/táctiles/clicky), cómo encajar keycaps, y truquitos como espuma/foam para mejorar el sonido y la sensación. Además, compartimos anécdotas diver",2025-10-19 18:30:17+00:00,,1214,False,6769,484,49,https://i.ytimg.com/vi/gHXqem5GLBs/maxresdefault.jpg,https://www.youtube.com/watch?v=gHXqem5GLBs,2025,10,Oct,6,Sunday,42,7.874,7.15,0.724,Bajo,9,54
EtJp87JfWEA,La DISCOTECA con PCs Gaming,Si piensas que nunca verías un ordenador gaming en una discoteca estás muy equivocado. Los ordenadores potentes no se usan solo para jugar si no que el ámbito profesional cada vez más los utiliza para proyectos como este. Muchas gracias a AlterEgo Murcia por dejarnos grabar en sus instalaciones y por participar en este vídeo. #pcgaming #ordenadores #nvidia #intel #ryzen,2025-10-05 19:04:14+00:00,,361,False,5710,432,31,https://i.ytimg.com/vi/EtJp87JfWEA/maxresdefault.jpg,https://www.youtube.com/watch?v=EtJp87JfWEA,2025,10,Oct,6,Sunday,40,8.109,7.566,0.543,Bajo,5,27
wBhuXgPWVM8,Mejores Sillas para Oficina y Jugar - Ergonómicas vs Gaming,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ Hoy te contamos todo lo que sé sobre sillas tanto para jugar o trabajar. Como en muchos casos, lo barato acaba saliendo caro. Aunque en esto de las sillas cada persona es un mundo, ¿cual usas tú y qué te costó? 00:00 – Qué silla comprar (oficina vs gaming) 01:20 – Silla Ergonómica vs Gaming: 03:00 – Ergonómicas – Gama baja 04:45 – Ergonómicas – Gama media 07:00 – Ergonómicas – Gama alta 08:30 – Gaming – Gamas y marcas 10:00 – Top",2025-09-28 18:00:51+00:00,,770,False,61922,2189,225,https://i.ytimg.com/vi/wBhuXgPWVM8/maxresdefault.jpg,https://www.youtube.com/watch?v=wBhuXgPWVM8,2025,9,Sep,6,Sunday,39,3.898,3.535,0.363,Alto,10,59
mSmMxqV0lko,Así funciona el RMA (No Comprarás un PC a PIEZAS Más),"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ Sí amigo, montar un PC a piezas no es tan dificil... Hasta que pasa algo. Hoy te cuento como funciona el RMA con los fabricantes y porqué un ordenador premontado puede quitarte muchos dolores de cabeza. Recuerda, que si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. #pcgaming #ordenadores #premontado #nvidia #intel #ryzen",2025-09-21 20:41:20+00:00,,839,False,47780,2669,291,https://i.ytimg.com/vi/mSmMxqV0lko/maxresdefault.jpg,https://www.youtube.com/watch?v=mSmMxqV0lko,2025,9,Sep,6,Sunday,38,6.195,5.586,0.609,Medio,11,53
_Zm4TONhTqY,Cómo Crear un Servidor Local y NAS + Apps de IA,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ Hoy hablamos de servidores en local y las diferentes gamas que existen en mi opinión. Recuerda, que si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. #minipc #nas #truenas #n8n #localserver",2025-09-14 21:23:59+00:00,,770,False,11584,698,33,https://i.ytimg.com/vi/_Zm4TONhTqY/maxresdefault.jpg,https://www.youtube.com/watch?v=_Zm4TONhTqY,2025,9,Sep,6,Sunday,37,6.31,6.026,0.285,Bajo,11,47
ZD3zInyf_9g,Benchmarks: La Enfermedad del Hardware,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ Hoy me toca hablar de los benchmarks y las obsesión de algunos con temperaturas, rendimiento y demás... Ni todo es tan bonito, ni tan feo, pero estoy cansado de hipocondriacos. ¿Tú qué opinas? Recuerda, que si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. #gaming #harware #benchmarks #nvidia #intel #ryzen",2025-09-07 18:31:00+00:00,,701,False,21453,1576,142,https://i.ytimg.com/vi/ZD3zInyf_9g/maxresdefault.jpg,https://www.youtube.com/watch?v=ZD3zInyf_9g,2025,9,Sep,6,Sunday,36,8.008,7.346,0.662,Medio,5,38
i4GdqshL5kU,¿Que Pc Gaming comprar sin pensar en el presupuesto?,¿Que Pc Gaming comprar sin pensar en el presupuesto? Aquí tienes esta bestia con la que poder jugar a todo. La cuestión es... ¿Cuánto crees que cuesta?,2025-08-31 19:11:21+00:00,,61,False,29067,1105,108,https://i.ytimg.com/vi/i4GdqshL5kU/maxresdefault.jpg,https://www.youtube.com/watch?v=i4GdqshL5kU,2025,8,Aug,6,Sunday,35,4.173,3.802,0.372,Medio,9,52
IfS6waca9u0,El Mejor Chipset para Gaming de Ryzen AM5 - A620 B850 X870,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ 🔧 Guía definitiva de placas base AM5 en 2025 ¿No sabes si elegir una A620, B850 o X870/X870E para tu nuevo PC con socket AM5? 🤯 En este vídeo te explico de forma clara y sencilla las diferencias entre chipsets, qué usos tiene cada uno y cuál es el punto dulce según tu presupuesto y necesidades (oficina, gaming o entusiasta). Recuerda, que si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. 00:00:00 —",2025-08-31 18:00:13+00:00,,1276,False,82353,3010,328,https://i.ytimg.com/vi/IfS6waca9u0/maxresdefault.jpg,https://www.youtube.com/watch?v=IfS6waca9u0,2025,8,Aug,6,Sunday,35,4.053,3.655,0.398,Alto,12,58
TBpj_CX2Q0g,Las Mejores Marcas de Placas Base - La Gran Olvidada,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ En este vídeo os contamos las mejores marcas de placas base en nuestra opinión. Después de montar miles de ordenadores y solucionar mucho RMA y roturas. Recuerda, que si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. #placabase #placamadre #asus #msi #asrock",2025-08-24 19:16:41+00:00,,1157,False,65539,3055,282,https://i.ytimg.com/vi/TBpj_CX2Q0g/maxresdefault.jpg,https://www.youtube.com/watch?v=TBpj_CX2Q0g,2025,8,Aug,6,Sunday,34,5.092,4.661,0.43,Alto,10,52
rGqq4FeUs7s,"El PC Tope de Gama con iCUE, pero ¿A Qué Precio?","Los mejores ordenadores y ofertas aquí: https://epical-q.com/ En este vídeo vemos un montaje lo más potente posible dentro de la plataforma de escritorio para un cliente que trabaja con renders. Además lo montamos con cositas de #corsair para usar #iCUE Si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. Te lo contamos en el vídeo, y recuerda dejar tu comentario abajo. #rtx5090 #9950X #OrdenadorGaming #990PRO",2025-08-17 19:30:17+00:00,,838,False,49968,1553,122,https://i.ytimg.com/vi/rGqq4FeUs7s/maxresdefault.jpg,https://www.youtube.com/watch?v=rGqq4FeUs7s,2025,8,Aug,6,Sunday,33,3.352,3.108,0.244,Alto,11,48
4EY0fXKZB7o,Crea tu Propia IA en Local - Workstation con Gráficas ADA y Threadripper,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ En este vídeo vemos un montaje profesional para un cliente que va a usar aplicaciones de IA. Recuerda que tenemos una línea para profesionales, montamos lo que necesites, desde servidores, máquinas con ADA, plataforma Threadripper... Si tienes un proyecto contacta con nosotros y vemos como podemos hacerlo realidad. Además nuestro compi Jorge os enseña como hacer deploy de aplcaciones de IA en local. Te lo contamos en el vídeo, y",2025-08-13 14:00:12+00:00,,457,False,20298,399,15,https://i.ytimg.com/vi/4EY0fXKZB7o/maxresdefault.jpg,https://www.youtube.com/watch?v=4EY0fXKZB7o,2025,8,Aug,2,Wednesday,33,2.04,1.966,0.074,Medio,13,72
GUW3GyxmkWg,¿Teclados mecánicos a 5€? ¿Donde está el truco?,"¿Teclados mecánicos a 5€? ¿Dónde está el truco? Te lo contamos en el vídeo de hoy, prepárate para la nostalgia",2025-08-12 18:39:16+00:00,,71,False,9570,374,8,https://i.ytimg.com/vi/GUW3GyxmkWg/maxresdefault.jpg,https://www.youtube.com/watch?v=GUW3GyxmkWg,2025,8,Aug,1,Tuesday,33,3.992,3.908,0.084,Bajo,8,47
S_GmE8MJt2k,Teclados mecánicas para gaming,Teclados mecánicas para gaming ¿Qué tipos hay y cuál debes utilizar?,2025-08-07 18:43:30+00:00,,90,False,8161,310,12,https://i.ytimg.com/vi/S_GmE8MJt2k/maxresdefault.jpg,https://www.youtube.com/watch?v=S_GmE8MJt2k,2025,8,Aug,3,Thursday,32,3.946,3.799,0.147,Bajo,4,30
emjC_cyev48,Mejores Gráficas para Gaming 2026 - Tierlist Calidad Precio GPUs,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ En este vídeo vemos las mejores gráficas para gaming según calidad precio. Hablaremos tanto de las serie 5000 de nvidia como de las nuevas de AMD. ¿Qué es lo que nosotros compraríamos para montar un buen ordenador gaming? Te lo contamos en el vídeo, y recuerda dejar tu comentario abajo. #OrdenadorGaming #GPU #nvidia #amd #tarjetasgraficas",2025-08-03 18:30:49+00:00,,828,False,380431,13552,1306,https://i.ytimg.com/vi/emjC_cyev48/maxresdefault.jpg,https://www.youtube.com/watch?v=emjC_cyev48,2025,8,Aug,6,Sunday,31,3.906,3.562,0.343,Viral,10,64
a2eIgPImRLM,Mejores Procesadores para GAMING 2026 - Calidad Precio sin Tonterias,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ Aunque nos caíga hate, os dejamos los que son para nosotros los mejores procesadores calidad precio. ¿Tú qué opinas? #OrdenadorGaming #CPU #intel #amd #ryzen #gaming",2025-07-27 20:11:18+00:00,,1104,False,113839,4599,475,https://i.ytimg.com/vi/a2eIgPImRLM/maxresdefault.jpg,https://www.youtube.com/watch?v=a2eIgPImRLM,2025,7,Jul,6,Sunday,30,4.457,4.04,0.417,Alto,10,68
bsUCtnUNGGc,Las Mentiras del Gaming - Gasta bien tu Dinero,Los mejores ordenadores y ofertas aquí: https://epical-q.com/ 🧠 ¿Qué pasa con el gaming y el humo que nos venden? Hoy te cuento dónde debes invertir realmente tu presupuesto si quieres tener un buen ordenador. Me caerá mucho hate pero tenía que contarlo.... ¿Tú qué opinas? #OrdenadorGaming #PCGamer #ordenadores #gamingcommunity #gamingsetup,2025-07-13 19:12:09+00:00,,472,False,174537,11122,1083,https://i.ytimg.com/vi/bsUCtnUNGGc/maxresdefault.jpg,https://www.youtube.com/watch?v=bsUCtnUNGGc,2025,7,Jul,6,Sunday,28,6.993,6.372,0.62,Viral,9,46
gLluMO__0ZA,Nuevos Intel ULTRA - ¿Mejor que AMD?,"Los mejores ordenadores y ofertas aquí: https://epical-q.com/ Recuerda síguenos en instagram: https://www.instagram.com/epicalq/ 🧠 ¿Qué pasa con los nuevos Intel Core Ultra para PC? En este vídeo analizamos a fondo la nueva generación de procesadores Intel Ultra, su arquitectura, su rendimiento real en juegos y tareas profesionales, y si de verdad representan una evolución respecto a los Intel Core de toda la vida. 💥 ¿Qué trae de nuevo Meteor Lake para escritorio? ¿Qué papel juega la intelige",2025-07-06 16:00:58+00:00,,595,False,37798,1173,168,https://i.ytimg.com/vi/gLluMO__0ZA/maxresdefault.jpg,https://www.youtube.com/watch?v=gLluMO__0ZA,2025,7,Jul,6,Sunday,27,3.548,3.103,0.444,Medio,7,36
pFTrpJdHMCU,Hoy te hablamos de refrigeración líquida.,Hoy te hablamos de refrigeración líquida. ¿Es siempre necesaria en un PC? Te explicamos los puntos positivos y los negativos para que puedas decidir.,2025-06-29 18:52:38+00:00,,61,False,59678,3424,48,https://i.ytimg.com/vi/pFTrpJdHMCU/maxresdefault.jpg,https://www.youtube.com/watch?v=pFTrpJdHMCU,2025,6,Jun,6,Sunday,26,5.818,5.737,0.08,Alto,6,41
4_JD0cCFlL4,Arregla así tu Gráfica RTX de Nvidia - Drivers y DDU [+RENDIMIENTO],"Recuerda que vendemos los mejores ordenadores #gaming, al mejor precio y con componentes top, mira nuestras ofertas y modelos: https://epical-q.com/ Hoy te enseñamos como hacer una instalación limpia de drivers para solucionar posibles errores de tu tarjeta gráfica. Para descargar DDU: https://www.guru3d.com/download/display-driver-uninstaller-download/ Si tienes cualquier duda dejanosla en comentarios.",2025-06-29 18:39:38+00:00,,841,False,36823,3223,71,https://i.ytimg.com/vi/4_JD0cCFlL4/maxresdefault.jpg,https://www.youtube.com/watch?v=4_JD0cCFlL4,2025,6,Jun,6,Sunday,26,8.945,8.753,0.193,Medio,12,67
U60oWBpRLM4,¿Qué ordenador usan los hackers?,¿Qué ordenador usan los hackers?,2025-06-22 19:05:02+00:00,,89,False,49103,3346,37,https://i.ytimg.com/vi/U60oWBpRLM4/maxresdefault.jpg,https://www.youtube.com/watch?v=U60oWBpRLM4,2025,6,Jun,6,Sunday,25,6.89,6.814,0.075,Medio,5,32
NUuUTm4pS7I,"Taller de Ordenadores, un Día Arreglando PCS - Soporte Epical-Q","Pasa un día con nosotros arreglando ordenadores en el taller. Veremos cómo tratamos diferentes equipos y los problemas que solucionamos. Si tienes cualquier duda sobre ordenadores comenta en el vídeo. Y recuerda, que tenemos el ordenador que necesitas, consulta ofertas y modelos en nuestra web: https://epical-q.com/",2025-06-15 17:15:19+00:00,,479,False,13744,971,17,https://i.ytimg.com/vi/NUuUTm4pS7I/maxresdefault.jpg,https://www.youtube.com/watch?v=NUuUTm4pS7I,2025,6,Jun,6,Sunday,24,7.189,7.065,0.124,Medio,10,63
iSwnUFL-d4Q,¿Qué PC deberías comprar HOY si quieres jugar algún día a GTA6?,¿Qué PC deberías comprar HOY si quieres jugar algún día a GTA6? ¿Y el tuyo? ¿Tiraría del juego más esperado de la década?,2025-06-08 18:43:08+00:00,,87,False,17707,761,24,https://i.ytimg.com/vi/iSwnUFL-d4Q/maxresdefault.jpg,https://www.youtube.com/watch?v=iSwnUFL-d4Q,2025,6,Jun,6,Sunday,23,4.433,4.298,0.136,Medio,12,63
c2AwOZqSm4k,"GUÍA de Fuentes de Alimentación para PC: Certificaciones, Potencia y +","¿No sabes que fuente de poder o alimentación elegir? Que si certificaciones gold, que si potencia, modulares... Menudo lío. Si quieres que tu ordenador funcione bien, sin pantallazos azules y que te gráfica dure muchos años en el vídeo te explico todo lo que debes saber sobre fuentes de alimentación o de poder para montar tu ordenador. #gamingsetup #gamingpc #epical-q #rtx5000 #diypcbuild",2025-06-08 18:03:07+00:00,,667,False,60764,2766,159,https://i.ytimg.com/vi/c2AwOZqSm4k/maxresdefault.jpg,https://www.youtube.com/watch?v=c2AwOZqSm4k,2025,6,Jun,6,Sunday,23,4.814,4.552,0.262,Alto,11,70
9PRvwLbepPo,La nueva Gráfica de AMD 9060XT viene a competir de tu a tu con NVIDIA.,La nueva Gráfica de AMD 9060XT viene a competir de tu a tu con NVIDIA. ¿Que te parece esta nueva gráfica?,2025-06-03 18:43:45+00:00,,90,False,9198,341,4,https://i.ytimg.com/vi/9PRvwLbepPo/maxresdefault.jpg,https://www.youtube.com/watch?v=9PRvwLbepPo,2025,6,Jun,1,Tuesday,23,3.751,3.707,0.043,Bajo,15,70
r1ff6_sqCls,Cuidado Antes de Montar Ordenador Gaming a Piezas: INCOMPATIBILIDADES,"Si quieres montarte un ordenador tu mismo te explicamos como elegir componentes y qué cosas debes tener en cuenta para que todo salga bien y no tengas problemas de pantallazos azules, incompatibilidades y demás. Recuerda que somos Epical-Q y hacemos ordenadores a medida, te los montamos al mejor precio y con 3 años de garantía. Mira nuestras ofertas aquí: https://epical-q.com/ #pcgaming #configuracionpc #configuracióngaming #epicalq",2025-06-01 18:17:48+00:00,,617,False,29464,2148,60,https://i.ytimg.com/vi/r1ff6_sqCls/maxresdefault.jpg,https://www.youtube.com/watch?v=r1ff6_sqCls,2025,6,Jun,6,Sunday,22,7.494,7.29,0.204,Medio,9,69
JUptVkFJPQw,Preguntas INCOMODAS A Soporte de una Empresa de PC Gaming,"¿Tienes dudas sobre tu PC Gaming o te ríes con las anécdotas más locas de soporte técnico? En este vídeo de Epical-Q respondemos a las preguntas más serias… ¡y a los trolls más ingeniosos! Descubre consejos de hardware, plataformas, montaje y atención al cliente, todo con un toque de humor. Cubrimos los siguientes puntos clave: 00:00 – Presentación y formato: selección de preguntas serias y trolls 00:46 – Intel vs AMD: ¿qué plataforma elegir para edición y 3D? 01:59 – Almacenamiento: por qué se",2025-05-25 14:00:19+00:00,,1085,False,36227,1661,110,https://i.ytimg.com/vi/JUptVkFJPQw/maxresdefault.jpg,https://www.youtube.com/watch?v=JUptVkFJPQw,2025,5,May,6,Sunday,21,4.889,4.585,0.304,Medio,10,57
jdi82LJpYJo,"Todo lo que NECESITAS para hacer STREAM EN 4K (PC, CAMARA, LUCES...)","¿Quieres lanzarte al mundo del streaming pero no sabes por dónde empezar? En este video de Epical-Q, te guiaré paso a paso en todo lo que necesitas para crear tu canal, elegir el equipo adecuado y crecer como streamer sin morir en el intento. 😉 Luz: Mini panel led Elgato: https://amzn.to/43u26iC Aro de luz neewer: https://amzn.to/3ZctCi4 Elgato Key Light: https://amzn.to/4jRaf6r Godox 60W: https://amzn.to/3FedMN1 Vídeo: Logitech StreamCam: https://amzn.to/3S3jzYQ Elgato FaceCam Pro: https://am",2025-05-14 16:30:15+00:00,,711,False,12526,570,16,https://i.ytimg.com/vi/jdi82LJpYJo/maxresdefault.jpg,https://www.youtube.com/watch?v=jdi82LJpYJo,2025,5,May,2,Wednesday,20,4.678,4.551,0.128,Medio,12,68
2Y7qDQ6119g,TOP Auriculares para Teletrabajar y Gaming en 2026,"Buscas los mejores auriculares para teletrabajar? En este video de Epical-Q, exploramos a fondo cómo elegir los auriculares perfectos para tus largas jornadas de teletrabajo, reuniones online y tambien para gaming. Auriculares del vídeo: New bee: https://amzn.to/3Yys9T5 Jabra Evolve 2 40: https://amzn.to/43jubJh Jabra Evolve 2 75: https://amzn.to/433XX3l HyperX Cloud III Wireless: https://amzn.to/43iephM (MEJOR OPCIÓN) Logitech G PRO X 2 LIGHTSPEED: https://amzn.to/3F0RBdd Cubrimos los siguie",2025-05-07 16:40:02+00:00,,860,False,12256,323,28,https://i.ytimg.com/vi/2Y7qDQ6119g/maxresdefault.jpg,https://www.youtube.com/watch?v=2Y7qDQ6119g,2025,5,May,2,Wednesday,19,2.864,2.635,0.228,Medio,8,50
Mn1WqL4L6gA,Los Mejores Ordenadores para Editar - Mac vs PC,Te explicamos la mejor eleción para editar según tu presupuesto. Ordenador calidad precio top para editores: https://epical-q.com/producto/epical-q-aluten-amd-ryzen-7-9700x-32gb-1tb-ssd-nvme-rtx-5070/ Como vemos lo más importante para filmmakers que vayan a editar vídeo en 4k es sobre todo la RAM y el procesador. Recomendamos lo siguiente: Procesador 7900X o superior 64 GB de RAM Dos discuos duros M2 (uno para el sistema y otro para archivos) ¿Tienes alguna duda? Te leemos en comentarios.,2025-04-24 19:39:13+00:00,,548,False,18515,564,49,https://i.ytimg.com/vi/Mn1WqL4L6gA/maxresdefault.jpg,https://www.youtube.com/watch?v=Mn1WqL4L6gA,2025,4,Apr,3,Thursday,17,3.311,3.046,0.265,Medio,9,47
quZ8JJsbAUQ,"👨🏻‍💻 Los mejores Monitores para Diseñadores, Editores y Creadores de Contenido","Pantallas para Diseñadores: Descubre cómo elegir el monitor perfecto para diseño gráfico, web, fotografía y video. En esta comparativa analizamos paneles VA, IPS, OLED y TN, resoluciones 1080p, 1440p, 4K y 5K, y precisión del color (sRGB, Adobe RGB, DCI-P3) con monitores ASUS ProArt, BenQ DesignVue, LG UltraFine y Apple Studio Display. 0:00 Introducción: Importancia del monitor para creativos 1:30 Tamaño y resolución recomendados para diseño 3:15 Fidelidad de color: Perfiles sRGB, Adobe RGB, D",2025-04-13 21:57:22+00:00,,704,False,65004,1840,98,https://i.ytimg.com/vi/quZ8JJsbAUQ/maxresdefault.jpg,https://www.youtube.com/watch?v=quZ8JJsbAUQ,2025,4,Apr,6,Sunday,15,2.981,2.831,0.151,Alto,11,78
NTuTq8Fe1rU,"Todo sobre la 5060 TI y 5060 - Lo cambia todo, o no...","📢 RTX 5060 Ti y RTX 5060: todos los rumores y filtraciones sobre las nuevas tarjetas gráficas NVIDIA de gama media. Te cuento las últimas noticias sobre especificaciones, rendimiento y fecha de lanzamiento de estas esperadas GPU para gaming. En este análisis completo descubrirás por qué NVIDIA ha retrasado el lanzamiento hasta seguramente después de verano, las diferencias entre los modelos de 12GB y 16GB, y si realmente vale la pena esperar por estas tarjetas. La RTX 5060 Ti utilizará el chi",2025-04-03 18:29:19+00:00,,588,False,3413,116,14,https://i.ytimg.com/vi/NTuTq8Fe1rU/maxresdefault.jpg,https://www.youtube.com/watch?v=NTuTq8Fe1rU,2025,4,Apr,3,Thursday,14,3.809,3.399,0.41,Bajo,13,54
T63afU5E3gg,Tu ordenador está lleno de suciedad | Te enseñamos cómo limpiar tu PC de forma rápida y eficaz,Te contamos la forma correcta de limpiar tu ordenador y no morir en el intento. Veremos toda la suciedad que se acumula en la torre de tu pc y cómo deshacerte de ella con estos sencillos trucos. Es importante realizar una limpieza de vez en cuando para que tu ordenador mantenga la temperatura y su rendimiento sea el adecuado. ¿Tienes alguna duda? Te leemos en comentarios. Índice 00:00 Intro 01:01 Cada cuánto tiempo hay que limpiar el ordenador 01:36 Cuándo cambiar la pasta térmica de un PC,2025-03-21 12:32:00+00:00,,1016,False,66293,3694,158,https://i.ytimg.com/vi/T63afU5E3gg/maxresdefault.jpg,https://www.youtube.com/watch?v=T63afU5E3gg,2025,3,Mar,4,Friday,12,5.811,5.572,0.238,Alto,18,94
NQbPgyKCtW8,¿Qué hacer cuando tu PC no ENCIENDE? | Arregla tu PC de forma Sencilla,"Si tu ordenador se ha estropeado en alguna ocasión y no tienes ni idea, pero remota idea de lo que le ocurre, estás de suerte porque en este vídeo te vamos a dar una guía con diferentes soluciones para los problemas mas típicos de tu pc. Recuerda que puedes encontrarnos en: https://epical-q.com/ Para más dudas te leemos en comentarios. Índice 00:00 Intro 00:31 ¿Qué hacer cuando tu ordenador no arranca? 00:58 ¿Como resetear tu BIOS? 01:59 ¿Puerto PCI? 02:37 ¿Cómo retirar la batería de un PC",2025-03-13 15:23:04+00:00,,701,False,7746,278,15,https://i.ytimg.com/vi/NQbPgyKCtW8/maxresdefault.jpg,https://www.youtube.com/watch?v=NQbPgyKCtW8,2025,3,Mar,3,Thursday,11,3.783,3.589,0.194,Bajo,14,70
ZWtmG1S3IEU,"PC Profesional con 192gb de RAM, RTX5090 y plataforma TRX50 | Montaje Threadripper","¿Sabes que uso se le da a un ordenador de +10.000 euros y cómo se monta? En el vídeo de hoy te explicamos una build especial para un cliente, con la nueva 5090, una pedazo de bestia para darle mucha caña. Ya sabes que montamos el ordenador que necesites y tenemos en stock toda la nueva gama de nvidia, desde la 5070, 5070ti, 5080 y 5090. Puedes encontrar nuestras ofertas en la web: https://epical-q.com/ Cualquier duda déjanoslo en comentarios. Índice 00:00 Intro 00:37 Uso que le vas a dar al",2025-03-06 18:13:40+00:00,"pc profesional, threadripper, trx50, epyc, nueva 5090, rtx5090., rtx5090, ordenador gaming, gaming, montaje, build profesional",518,False,8358,424,20,https://i.ytimg.com/vi/ZWtmG1S3IEU/maxresdefault.jpg,https://www.youtube.com/watch?v=ZWtmG1S3IEU,2025,3,Mar,3,Thursday,10,5.312,5.073,0.239,Bajo,13,82
FZzxRhMUXaU,¿Qué ordenador me compro? Tipos de ordenadores según tu presupuesto 🤑 | Guía PC 2025 🖥️,"Para todos los presupuestos, desde 600€ hasta precios como 2.000€. Lo más IMPORTANTE, tener en cuenta el uso que le vas a dar a tu pc. Recuerda que somos Epical-Q y tenemos ordenadores para todos los presupuestos. Dinos en comentarios con cuál te quedas. Índice 00:00 Intro 00:17 Guía completa de compra 00:58 Opciones hasta 600€ 02:17 Opciones hasta 1.000€ 03:55 Opciones hasta 1.500€ 04:36 Opciones hasta 2.000€ 05:52 Opciones de más de 2.000€ 06:22 conclusiones 07:02 cierre Link menos de",2025-02-27 18:02:00+00:00,,458,False,21618,774,47,https://i.ytimg.com/vi/FZzxRhMUXaU/maxresdefault.jpg,https://www.youtube.com/watch?v=FZzxRhMUXaU,2025,2,Feb,3,Thursday,9,3.798,3.58,0.217,Medio,16,87
UimIzfYkOgI,Qué está pasando con las 5090 Founder Edition,¡Alerta máxima! 🔥 Descubre en este momento lo que realmente está pasando con las 5090 Founder Edition. 👀 ¡Comparte con todos tus amigos gamers! 🎮 #EpicalQ #pcgaming #5090founderedition #5090 #gamers #pc #gaming,2025-02-23 19:14:59+00:00,,86,False,18686,1640,26,https://i.ytimg.com/vi/UimIzfYkOgI/maxresdefault.jpg,https://www.youtube.com/watch?v=UimIzfYkOgI,2025,2,Feb,6,Sunday,8,8.916,8.777,0.139,Medio,8,45
2U644UtW49w,Cuánta y qué RAM Necesitas para Jugar o Editar en 2026 👾 | Todo sobre memorias RAM,"Te contamos cuanta RAM necesitas según el uso que le des a tu ordenador. Desde ofímatica, pasando por gaming a 1080, gaming 2k, edición de vídeo y uso profesional. Veremos las frecuencias, latencias, modos de poner las memorias y muchas más cosas. Recuerda que somos Epical-Q y montamos el ordenador que necesites, con prespupuestos y modelos para todos los precios. Descubre nuestros chollos y ofertas en las nuevas RTX 5000: https://epical-q.com/ ¿Tienes alguna duda sobre cuanta RAM usar? Com",2025-02-20 19:42:17+00:00,,538,False,29457,1166,106,https://i.ytimg.com/vi/2U644UtW49w/maxresdefault.jpg,https://www.youtube.com/watch?v=2U644UtW49w,2025,2,Feb,3,Thursday,8,4.318,3.958,0.36,Medio,17,82
XR1FZI2RT3Q,Nvidia 5070 Vs 4090,,2025-01-19 19:40:36+00:00,,61,False,1183356,45807,1305,https://i.ytimg.com/vi/XR1FZI2RT3Q/maxresdefault.jpg,https://www.youtube.com/watch?v=XR1FZI2RT3Q,2025,1,Jan,6,Sunday,3,3.981,3.871,0.11,Viral,4,19
NrqbuBGpsPI,8 de enero de 2025,,2025-01-08 20:02:00+00:00,,61,False,69738,5322,73,https://i.ytimg.com/vi/NrqbuBGpsPI/maxresdefault.jpg,https://www.youtube.com/watch?v=NrqbuBGpsPI,2025,1,Jan,2,Wednesday,2,7.736,7.631,0.105,Alto,5,18
JBo37zy6SZM,La reparación más cara que hemos hecho,,2024-11-21 20:06:45+00:00,,61,False,569144,44755,252,https://i.ytimg.com/vi/JBo37zy6SZM/maxresdefault.jpg,https://www.youtube.com/watch?v=JBo37zy6SZM,2024,11,Nov,3,Thursday,47,7.908,7.864,0.044,Viral,7,38
EfadddDgNOI,Refrigeración en PCs Gaming,,2024-11-19 20:03:13+00:00,,61,False,263502,14388,95,https://i.ytimg.com/vi/EfadddDgNOI/maxresdefault.jpg,https://www.youtube.com/watch?v=EfadddDgNOI,2024,11,Nov,1,Tuesday,47,5.496,5.46,0.036,Viral,4,27
RmLJ_G51jB4,Las 5 cajas de PC más caras del mercado,,2024-09-12 19:42:52+00:00,,61,False,7070,320,7,https://i.ytimg.com/vi/RmLJ_G51jB4/maxresdefault.jpg,https://www.youtube.com/watch?v=RmLJ_G51jB4,2024,9,Sep,3,Thursday,37,4.625,4.526,0.099,Bajo,9,39
-Yy83PXdarU,10 de septiembre de 2024,,2024-09-10 17:07:45+00:00,,61,False,2771,149,6,https://i.ytimg.com/vi/-Yy83PXdarU/maxresdefault.jpg,https://www.youtube.com/watch?v=-Yy83PXdarU,2024,9,Sep,1,Tuesday,37,5.594,5.377,0.217,Bajo,5,24
