comment_id,author,text,like_count,reply_count,published_at,relevance_score
Ugzf6hVXkrOyuFNdDHF4AaABAg,@TioBundy,"Cuando salgan cosas tipo Steam Machine, &quot;consolas&quot; de salón que sacan, intentar comprarlas o pedirlas al proveedor y hacer comparativa de rendimiento con un PC equivalente en precio también. Lo hacen otros canales, pero vosotros sois más guapos😊",1,0,2026-05-18 07:44:57+00:00,1
UgzgnVQNasqK9h3QXHd4AaABAg,@guillermocarrasco766,"Me interesaría ideas 1,2,3,8 y 9 añadiría anécdotas de vendedor.",1,0,2026-05-17 20:48:55+00:00,1
UgxlAOAM83RAX0RhoQF4AaABAg,@TheMiltonCanal,"Muy buen análisis, cracks. Lanzo una propuesta de contenido que creo que aportaría muchísimo valor: vídeos dedicados a equipos para trabajar de diferentes gamas de alto y equipos optimizados para IA. Estaría genial ver cómo plantean configuraciones donde la prioridad no sean los FPS, sino la estabilidad 24/7, la capacidad masiva de RAM/VRAM para cargar LLMs locales, y almacenamiento en paralelo. Es un sector profesional muy potente que a veces queda a la sombra del hardware gaming y vuestro enfoque técnico en esto sería brutal.",1,0,2026-05-17 19:16:23+00:00,1
UgwLRQnmX9wGD0Mj5z94AaABAg,@charlyags.,"Yo soy un Cateto con respecto a la informática a nivel de software, hardware todo. Pero sin embargo veo vuestro canal, creo que a parte de graciosos lo más importante es que sois sinceros.<br>La verdad es que muchas de las ideas que comentáis son buenas y son cosas diferentes a otros canales.<br>Un saludo!",1,0,2026-05-18 12:21:24+00:00,1
UgwuTK8mp4EwmTfDTwp4AaABAg,@gistrigo2801,"Ustedes dan confianza y respaldo, nunca se puede comparar vuestro trabajo con el de muchas marcas del mercado que caja muy bonita pero luego dejan que desear, el trabajo hay que pagarlo, le pese a quien le pese. ♥ (Añadido) Joder Raul las viciadas de los sábados a la noche te dejan cabreao, cada vez que mencionas un juego golpe en la mesa, jugar contigo debe ser la ostia jajajaja <a href=""UCkszU2WH9gy1mb0dV-11UJg/2sIfY8vIG8z96ALulYDQDQ""></a>",1,0,2026-05-17 19:08:38+00:00,1
UgzX4AzULqDIJWDXidd4AaABAg,@genatax30,"Estaría también chulo, ya que montáis a cascoporro , algo que poca gente toca las bios, ver la configuración de las marcas más usadas Asus, Msi, Aorus, etc.. algo estándar para luego salen mil errores y es por falta de configuración..",1,0,2026-05-18 03:59:28+00:00,1
UgzulNxLNSE4i9SfVqF4AaABAg,@santosps3,"A mi lo que mas me gusta son las comparativas, pero muy por encimas los programas que aconseja Raúl, ya sea para visualizar temperaturas ya sea para ver la salud de los discos duros. Aprendo mucho mas de los comentarios que hace en los videos que los videos en si.",1,1,2026-05-17 20:27:26+00:00,3
UgycupDizAv-tYrihR14AaABAg,@frankdavidramosalvarez9668,"El contenido que saquen por mi esta bien, pero la primera idea de comparar cuanto podemos aprovechar el dinero que nos gastaríamos en una Pc o laptop comprada en un centro comercial con respecto a una, tanto armada por piezas o una pre armada esta super bien, ya que a la hora de comprarme la mía tuve que hacer unos 2 meses de estudio y vi muchos videos de ustedes o de Nate para poder hacer la compra, y creo que eso nos ayudaría bastante a nosotros los menos entendidos.",1,0,2026-05-17 19:08:30+00:00,1
Ugx0XAj7ZbwYTX_5dXN4AaABAg,@BryantMyersSSJ,"me gustaria ver como arman computadoras con graficas mas antiguas que aun tienen algo de potencia que dar para las personas menos pudientes y asi tengan una idea de que equipo adquirir si sus presupuestos son mega ajustados, y que tambien muestren benchmarks de ello",1,0,2026-05-18 09:41:01+00:00,1
UgzS7OrfEBlXs2okDIZ4AaABAg,@helvo666,Un vídeo montando un pc para música estaría muy chulo,1,0,2026-05-17 22:01:22+00:00,1
Ugy6x2eUt84UxgMHxN94AaABAg,@CinofiliaES,"Vuestros videos de explicaciones de diferentes componentes, como el de los chips de las placas bases están muy bien!! y ayudan mucho, a gente que como yo quiero comprarme un pc nuevo! A mi me gustaría que por ejemplo, hicierais videos comparando componentes, para al final elegir los componentes y montar el pc perfecto, dependiendo de diferentes presupuestos! Me gustaría comprar alguno vuestro premontado, pero algunos componentes no me terminan de cuadrar por las explicaciones que habéis comentado en vuestros videos....Lo hacéis muy bien! Suerte",1,0,2026-05-17 21:11:13+00:00,1
UgzlNT9DQe4n8yy9F5h4AaABAg,@rixsunekage7818,Me gustaría ver ordenadores para productividad y también me parece divertido ver que monten hardware chinorro. Ajaja que buen video,1,0,2026-05-17 19:17:23+00:00,1
UgwYsOkqOhw3TGE7Hcx4AaABAg,@pacodiazg,"Lo que queráis os va a funcionar, molan mucho vuestros vídeos , pero ealgún setup estaría bien , como quedan vuestros equipos 👌👌👌👌",1,0,2026-05-17 20:16:35+00:00,1
Ugz0VgXeCk4ECKUwxox4AaABAg,@D3X-07,"Hagan builds de Pc, para cada budget, en plan ir diciendo cada componente",1,0,2026-05-17 19:07:57+00:00,1
Ugz816Tmxyft5bscIAx4AaABAg,@Fran-b6o,Podriais hablar de formación y empleo en el sector de la informática? Es algo que me interesa,1,0,2026-05-17 19:15:52+00:00,1
UgxCFQyAsFutqemd6dt4AaABAg,@Coolicelol,"Videos reparando equipos, tipo Greg Salazar, a mi al menos me entretienen bastante.",1,0,2026-05-18 16:41:45+00:00,1
UgwLWEb7etWSDRqqdiZ4AaABAg,@deymiguelon,"La verdad así como van llevando el canal me parece bastante bien, igual todo lo de tecnología nunca pasara de moda así es que tendrán muchos temas para hablar a futuro, a mi me agrada el formato y la manera en que explican los videos.",1,0,2026-05-17 19:10:34+00:00,1
UgxxFMhXrnMoYuHujI14AaABAg,@monka991,"Pueden dar noticias importantes, review de cualquier producto y irlos comparando, comprar por diferentes plataformas y ver como les llega vs uno conseguido en la marca, hay varios temas, ensambles, errores comunes, y cosas asi",1,0,2026-05-18 00:20:50+00:00,1
UgzRhp8OHvT499EGQf94AaABAg,@ManuelCifuentes-m3s,Perfecto,1,0,2026-05-17 20:50:51+00:00,1
UgxH_go9GynFrORcJHF4AaABAg,@elrubialesss001,si son buenas ideas,1,0,2026-05-17 20:35:36+00:00,1
UgyAmsSe7g2I_Ypg6nJ4AaABAg,@fernandovillegas3830,Todas las ideas son buyenas e interesantes,1,0,2026-05-17 19:11:52+00:00,1
UgyVE8Ifv-eCaIRQo_54AaABAg,@neyderraulmoreanocchuana5008,"IDEA DE ORO: Debido a que actualmente todo esta lleno de IA y lo woke, creo que algo que casi nadie esta haciendo es un canal sobre posiciones sexuales sobre una computadora, ejemplo un trio con una mujer + 1 monitor, o reemplazar a la mujer con un cpu, asi seria tener relaciones con artefactos de computo",1,0,2026-05-17 21:34:53+00:00,1
Ugzd2TmQy5A99h9CGV94AaABAg,@ramiroyuyes4168,"me pareceria bueno también q vean videos en ingles y hagan algo parecido pero dando el nombre del otro canal el ingles como dando a entender q lo hacen para publico en español , uno q me gustaria es el organizador de cables pero para todo tipo de fuente jeje y maneras de esconderlos y ponerlos en diferentes cases me gustaria eso",1,0,2026-05-17 19:36:01+00:00,1
UgwJj8L_Q3lz54D2E7x4AaABAg,@yangonzalez1004,Ideas 1 y 3,1,0,2026-05-17 19:07:49+00:00,1
UgzIVBzIiirAMrvznv54AaABAg,@RealSG-h7c1c,"IDEAS<br>- Hacer directos montando pcs custom (si los haceis) y mientras responder preguntas<br>-collab con lifeinformatica<br>- hacer tutoriales como montarte un pc con un presupuesto, (Decir piezas por ejemplo con 1000€, 600€ o etc)<br>- Hacer lo que querais, skeches de comedia sobre pcs<br>- Canal gaming que quiero ver a raul jugandose un cs2<br>- hacer canal de discord donde pongan piezas de pc y setups y valorarlos (este estaria guapisimo hacerlo)",1,0,2026-05-18 17:06:06+00:00,1
Ugy_xV4wMfQYmwkM9id4AaABAg,@Vsoen,"En mi caso, es que ustedes me caen súper bien. Ojalá no cambien el formato, porque me he visto casi todos los videos. Claro, algunos me gustan más personalmente, como los de ver ordenadores sobre la mesa, el taller y esas cosas, o cuando Raúl se pone a explicar algo. También el de la limpieza de ese cacharro lleno de “pelusas vivientes” estuvo buenísimo jajaja. <br> <br>Pero incluso los videos que quizá no me interesan tanto, como los tier list de monitores y cosas así, igual me los termino viendo porque me entretienen. Me gusta esto de que ahora los videos sean más largos. <br> <br>A mí me encantan los ordenadores y todo este mundillo, y por ejemplo jamás me he terminado un video de Nate Gentile porque me da pereza. En cambio acá entre el gordo calvo (con cariño jajaja) y los colores de los videos, ya te quedas pegado mirando.<br><br>Lo único que no me gusta mucho es que suban videos los domingos jajaja. Ojalá fueran un miércoles, en plena semana, o aunque sea un sábado.",1,0,2026-05-17 20:44:57+00:00,1
UgyZXnN-CDAm5AjswsB4AaABAg,@tunormal,"Cuando veía vídeos sueltos pensaba que Raúl era un sabiondo. Pero cuando me salían sus vídeos los seguía viendo. Ya llevo un tiempo suscrito y me veo todos los vídeos. Es un tío cojonudo, nadie te hace un vídeo hablando de tecnología con este dinamismo y recalco, cercanía.",1,0,2026-05-17 22:06:45+00:00,1
Ugx7s1tJEn7FTasmsc14AaABAg,@valeresende148,"Porque no me regalan una gráfica medio pelo (no pido mucho), un poco de ram (16gb ddr4 no estaría mal) y 1tb de nvme m.2 porfa, gracias, y para el canal no se, borrenlo",1,0,2026-05-19 20:38:14+00:00,1
Ugy4JW9RXE42D6FPOqB4AaABAg,@borjagamarradelalamo2744,"A mi como si Raúl me cuenta como le ha ido en la compra de la semana, me lo voy a tragar como un bendito. A mi personalmente me atrapó el canal por el conocimiento técnico contado con mamoneo haha, cualquier cosa técnica que enseñéis y expliqueis de esa forma, perfect",1,0,2026-05-18 08:04:39+00:00,1
Ugxltd5kWLB4ueBYhvR4AaABAg,@V3rn0,"Os vale si a todo? Ale va, a no perder el tiempo y a hacer horas extra 😂😂😂.<br>Sois muy buenos 😊 Enhorabuena, os lo mereceis 💪🏼",1,0,2026-05-17 19:34:14+00:00,1
UgzdLX9umMg4FomF72p4AaABAg,@gobIinl,"Empecé viendo el vídeo de la tierlist de sillas (al final me acabé pillando la Markus), y luego me metí al canal y me vi el de cómo limpiar el PC y el de las preguntas incómodas al soporte de la tienda… y desde entonces, día tras día, me estoy bebiendo todo vuestro contenido. Además de aprender un par de cosas, disfruto mucho y me río un montón con vosotros.<br><br>Algunas ideas que se me han ocurrido:<br>- Novedades tech y lanzamientos recientes.<br>- Qué tener en cuenta antes de volverse loco comprando piezas de oferta y montar un Frankenstein.<br>- Setups de suscriptores.<br>- Cómo montar un PC desde cero paso a paso.<br>- Algo más específico: me encantaría conocer vuestra opinión sobre los portátiles modulares de Framework.<br>- Por qué no trabajáis con portátiles (¡yo sería vuestro primer cliente!).<br><br>En serio, cualquier cosa que hagáis con el carisma que tenéis ya es más que suficiente. ¡Seguid así!",0,0,2026-05-21 16:38:54+00:00,0
Ugx2v5zkEJjLoAnUWTx4AaABAg,@elrubialesss001,aconsejar mucho,0,0,2026-05-17 20:32:43+00:00,0
Ugw_Yjd6GySQvSekYfJ4AaABAg,@gustavojvg6,"Probar Windows 3.11, Windows 95, Windows 98, Windows 2000, Windows ME, Windows XP, Windows Vista en un Ryzen 9 9950 X3D, 64 Gb DDR5 8000MT y una RTX 5090.",0,0,2026-05-17 21:26:02+00:00,0
UgxhKDh8xgtqy-cph7J4AaABAg,@Sarce82,600 horas no es nada en Tarkov jaja,0,0,2026-05-18 14:33:55+00:00,0
UgzrU9CoXaUa6kUvjvx4AaABAg,@PcloveGames,Y por que no hacéis de todo un poco?,0,0,2026-05-17 19:06:59+00:00,0
UgwrVC484kO6CqjtTUB4AaABAg,@guillermeleonardoferreirac3913,¿ Sitios web fiables para comprar componentes ?,0,0,2026-05-17 20:51:00+00:00,0
UgxIUgZ6wwhMmO_vbnV4AaABAg,@11t3li0S,la persona de la derecha creo que antes vendia productos para el pelo,0,0,2026-05-18 07:06:19+00:00,0
UgxICEA-t3_GScrhSfV4AaABAg,@SHIBARIETH,"Ideas bastante egoista....:<br>Configurar y optimizar, (pero de verdad) monitores oled para sacarles el provecho debido...<br>Esque no hay un dios que encuentre a &quot;NADIE&quot; que sepa mexianamente lo que hace y ya mucho menos el porque...<br>Quiero decir que con una 5090 y odissey de 1000 y pico pavos y no hubo huevos de hacer que se viera bien en los 3 monitores que tengo que usar...<br>Al final, aunque suene a coña...sabeis quien me lo &quot;configuro bien&quot;?... el puto chat gpt... O.o hahahaha",0,0,2026-05-21 19:08:22+00:00,0
Ugy60k2nC5zWJlyQKWZ4AaABAg,@wisepds,"Haced un canal de review &quot;si tienes cojones&quot;. Al revés. Buscad reviews sinceras de verdad. De manera que mandas el mensaje de: SI TU PRODUCTO ES TAN BUENO, ten cojones a mandármelo.... y si conseguís que sea así... seréis únicos... Ahí dejo la idea.",0,0,2026-05-17 21:24:23+00:00,0
UgydP0MzWW-yq4xsW-94AaABAg,@dgc2780,Cerrar.,0,0,2026-05-17 22:53:14+00:00,0
Ugz6pKEppEFRzxvqO1F4AaABAg,@mandelnight,"quereis un video? PC de del copon y no tengo huevos a jugar al fortnite... pero del copon eh! la lio parda con IA en local (en otro disco duro, vieja escuela tambien Raul) pero no hay huevos a que el fortnite no se me cierre... (sin chetos, evidentemente)",0,0,2026-05-18 13:15:00+00:00,0
UgwbwuQiqfpK8QdVRSN4AaABAg,@franj0791,Y si comentáis los pcs de los seguidores?,0,0,2026-05-18 02:20:32+00:00,0
Ugzx7DR7gWSEXM3Ji-N4AaABAg,@jaimegsus,"Comprar y montar ordenadores comprando de segunda mano da mucho juego y seguro que sale contenido brutal. Aunque seáis tienda y pueda parecer tiraros piedras al tejado en verdad no tanto porque seguro que alguna compra sale mal y os venden algo roto. Esa es la realidad de la segunda mano, chollos y engaños a partes iguales.",0,0,2026-05-18 17:18:43+00:00,0
UgxUD3oVYhZD2IuyskN4AaABAg,@Error404_Simpatia,"Siendo que sois especialistas, deberíais ir al mercado nicho. De enfermos como es mi caso que por 2 grados menos hace un estudio.<br><br>Es lo que a mí me gustaría. Pero yo os seguiré igualmente.",0,0,2026-05-17 19:34:56+00:00,0
UgyAQmFwgdA2n9Yg0xJ4AaABAg,@GTA6PS5_PRO,Ya veréis cuando salga GTA 6 😂😂😂 va ser horrible abrir YouTube y redes sociales .,0,0,2026-05-20 06:34:53+00:00,0
UgyY7REqLkkJYHhd0Ch4AaABAg,@jaimesanchez_669,saca el peor hardware que haya podido existir,0,0,2026-05-18 17:18:47+00:00,0
UgwawZ4ugIN_VnA_Bdl4AaABAg,@GordonFree98,"Saludos crack. Un tutorial de Steam a fondo, filtros de búsqueda si querés algo en específico, como acceder a características ocultas que no imaginamos que tiene Steam, modo Big Picture si puedes iniciar el PC en este modo automáticamente..., en fin cosas que no sepamos de Steam.👍👍. Saludos",0,0,2026-05-19 05:05:33+00:00,0
UgxZp7WD2guXOmv7YPd4AaABAg,@renzopirali6731,Cursos de informática para miembros podría ser algo interesante para quienes quieran adentrarse más de lleno,0,0,2026-05-21 16:17:31+00:00,0
Ugz-5KkFrcbXfi4pNrJ4AaABAg,@Ch0lry,"Mi gran sueño en esta vida es tener un trabajo como vosotros, montando y enseñando ordenadores para el resto de personas, ya sea para jugar o trabajo. Tengo 21 años y es algo que llevo siempre encima y me encantaría poder vivir de ello y mostrárselo a mas gente y enseñarlo. Siempre a sido lo mas importante para mi este mundo, y me gustaría muchísimo que se me diera una oportunidad en esto, ya sea con vosotros o en otra empresa. Es algo que mi familia siempre me ha dicho que no vale para nada, pero sigo teniendo las ganas de el primer día durante todo este tiempo que llevo metido en este mundo. He montado mis propios equipos y equipos para conocidos y amigo, no hay palabras que puedan describir lo que siento al montar un ordenador, es como un amor escondido. Igualmente muchas gracias por seguir ahí trabajando para el resto. Pero el canal sería lo mejor mezclarlo un poco, podríais hacer montajes en directo por ejemplo, enseñar presupuestos tochos que os an mandado. A mi por ejemplo esas cosas me flipan, por eso normalmente os veo, de verdad. Muchas gracias",0,0,2026-05-20 13:38:04+00:00,0
Ugwhilw4-iYdl5KM3TZ4AaABAg,@konzentrix,Si a todo !!!!!!!🤣,0,0,2026-05-19 07:41:57+00:00,0
UgzoZbWW3jj9szxOOoV4AaABAg,@japendon,Todo lo que habláis en el video son buenas ideas. También creo que estaría bien comprar el mismo pc con Windows y con una distro linux.,0,0,2026-05-19 20:15:22+00:00,0
Ugz7shGH0sx2gfEp8Sh4AaABAg,@jonij7765,"aunque hicierais un canal de cocina, os veria igualmente, teneis carisma y un sentido del humor muy especial a la hora de contar las cosas.",0,0,2026-05-18 12:55:25+00:00,0
Ugx0PrIj-fPQFuBikO54AaABAg,@dr.manthanos7781,"<a href=""https://www.youtube.com/watch?v=2s8KgYcDwG8&amp;t=5"">0:05</a> cameo al zellen xd",0,0,2026-05-17 21:27:30+00:00,0
UgyBqxMPSXdRNtSqDtt4AaABAg,@agustinosorio3707,"Raul habla de combos CPU + GPU, AM4 y AM5 porfa. <br>Saludos desde Argentina, los veo siempre!",0,0,2026-05-19 22:23:14+00:00,0
Ugwh68fZr--Vc5mfpwB4AaABAg,@Sarce82,"Yo quiero un video de portatiles, es una rama de lo que no hablais nunca",0,0,2026-05-18 14:25:51+00:00,0
UgwVhSolwAWwW5mwmbh4AaABAg,@IgnacioMsai,"Hola chicos, increíble trabajo. Me gustaría que hicieran videos de setup para productores de música je.",0,0,2026-05-19 07:40:14+00:00,0
UgxpiOlg-Ubs88jeY3F4AaABAg,@ClauDim-z8c,"Pues ideas.... mmm puedes hacer videos sobre como meter la windows por primera vez en tu primer pc, si no tuviera protecciones la targeta madre pues como podemos regresarle a la vida reprogramando la bios y ver las idferentes protecciones, actualizar lo videos de fuentes u otro quien sabe",0,0,2026-05-20 13:16:51+00:00,0
Ugy3AU_T5yxGDcRmvqp4AaABAg,@CamiloRodríguezQuirós,Me gustaría un video donde expliquen como evaluar los componentes/características de un PC comercial.<br>También me gustaría ver video de cómo optimizar la configuración del PC,0,0,2026-05-19 12:11:14+00:00,0
UgyQXWVbRD0FtfL7ElZ4AaABAg,@juliatros,"Muy grande el canal, a ver qué dice la peña. Yo es que no tengo imaginación para estás cosas. Si se me ocurre algo os lo diré.",0,0,2026-05-17 23:30:10+00:00,0
UgwjF82W8U4IvymxYgF4AaABAg,@gregori2424,"estaria cool una race entre tecnicos a ver quien arma una pc primero, o quien la daña en peor de los casos jijijji",0,0,2026-05-19 04:07:06+00:00,0
Ugy0lEtm2GUkRpvaLAB4AaABAg,@CUADRADITOSS,"Ya que montáis pc grabad builds de montajes, cableado, trucos de montaje, como os apañais cuando tenéis problemas, o alguna build custom que os pida algún cliente top, etc",0,0,2026-05-18 12:08:39+00:00,0
UgwuEldnZloxAhU_tRp4AaABAg,@kinghomer_97,"Lo que planteáis sería una muuy buena idea para el negocio, espero que vuestro jefe os lo permita",0,0,2026-05-19 07:56:40+00:00,0
UgwH1NjARZ-is1FhFfR4AaABAg,@andresgutierrez4134,El tema de lo de la solución de conexión estando donde Cristo perdió la chancla me parece genial. <br><br>El tema de comparar clónicos me parece fantástico🎉 porque siempre siempre me he ido montando los PCs y los siguientes ya van a ser comprados a EpicalQ o donde sea mejor. Ya estoy mayor para seguir montando,0,0,2026-05-19 20:20:19+00:00,0
UgwT1EDiUtRCqwtm7y14AaABAg,@jorgemiranda-i7x,"¡Saludos a todo el equipo, y en especial a Raúl, con el que me parto de risa! Qué buen video se mandaron, la verdad que se valora un montón la transparencia que tienen. Acá van algunas ideas como habían pedido: <br>1) Estaría genial un video enfocado en cómo armar una PC gamer para Inteligencia Artificial corriendo 100% en local (aunque no sea como en la nube, se gana en privacidad y suscripciones). 2) Ante el drama de los precios de la RAM DDR5 y los componentes tradicionales, ¿qué tal si investigan opciones viables de manufactura de empresas chinas? Estaría de locos ver una review real y sincera de memorias como las de CXMT para ver si son una opción aceptable de reemplazo o si es una mala idea que va a levantar 100 grados al primer render. <br>¡Abrazo desde Argentina!",0,0,2026-05-19 14:47:58+00:00,0
Ugx7OAKp2zWMI2C2ACt4AaABAg,@jackgriu,"esata wapo sabiendo lo que sabeis y hablando como hablais de la tecnologia y tal hagais lo que hagais estara entretenido y sera buena informacion, mucha suerte y a seguir. seguro que salen temas tending topic sobre los que reaccionar y habra de que hablar siempre jeje salu2",0,0,2026-05-18 17:57:07+00:00,0
UgyJ4w5nbW-DZLFacGJ4AaABAg,@Navilo,"Todas son buenas ideas, me llama el pc mini más potente posible para el salón... y luego tb algo que podamos pagar, jaja... instalación de refrigeración líquida custom con el paso a paso.., como se instala una refrigeración líquida a una gráfica... y cualquier cosa que se os ocurra...",0,0,2026-05-18 11:36:47+00:00,0
UgwTTNK1RWs9icLYCuR4AaABAg,@oscarultrafenix1782,"los que tengan preguntas para montarse su pc y no sepan que componente les va mejor, si tienen la posibilidad que vayan a montarlo con vosotros y así aprenden y encima os conocen y salen en el vídeo",0,0,2026-05-18 16:23:01+00:00,0
Ugz1uPYOklGFq3Am4RV4AaABAg,@adolforamos5454,"Idea que he visto muy poquito...<br>Que pc montar para jugar al simracing, tanto para un solo monitor o para tres, por ejemplo. Desde uno básico hasta otro para montar un simulador con movimiento.",0,0,2026-05-18 14:30:56+00:00,0
UgzF5ldEjTDe-j1Vt8x4AaABAg,@piolo512,"hola , me gusta tu contenido . hablas un poco rapido y aveces no te entiendo . pero tu contenido es muy bueno . saludos desde Mexico !!!!!! me gusto mucho el video donde hablas de como funciona las tarjetas graficas !! seria bueno que hicieran videos de armados de PC",0,0,2026-05-18 01:34:15+00:00,0
UgwTYQyRdwHA7b-rNFF4AaABAg,@wikiwakawiki,"Cualquier cosa que hagáis me lo voy a tragar, me parto de risa con vosotros y encima aprendo cosas, es como la antítesis de lo que fue mi profesor de informática en el instituto (ha llovido desde entonces). Por daros algunas ideas por si os sirve: PC que sirva para gaming, para trabajar (tema ofimática sobretodo, que tenga buena conectividad con otros dispositivos y qué dispositivos pueden ir bien para esta tarea, como lo que hace Apple pero sin pijerías) y ya sería la hostia que pudiera ponerlo en alguna mesa/pared o lo que sea para poder quitar las cosas de enmedio y ponerse uno a pintar Warhammer. y Sí, trabajo y ocio en el mismo sitio, el ir al gimnasio sería obligación ya no por mantener el físico si no por no crear costra en la silla.",0,0,2026-05-18 14:17:07+00:00,0
UgxDn4CXDGv0XZ9kkHx4AaABAg,@cesartorres7228,"Yo hace 2 meses me cambié al gaming en PC y quiero hacer mi primera PC montada por mi. Me he visto muchos videos estos ultimas semanas. Cosas que me gustaria ver ahora mismo:<br>- Guia montando PC<br>- Guia de logica para escoger componentes<br>- PC gaming gama baja, media y alta para 2026<br>- Competencia entre empleados montando PC por debajo del presupuesto.<br>- Optimizaciones para settings Bios<br>- Mantenimientos a PC sucias ver un antes y despues.<br>- Montar un build en base a alguna pieza que tenga descuento en ese momento. <br><br>Etc etc etc",0,0,2026-05-18 22:25:40+00:00,0
UgxFVDTzlbOSvU05OYh4AaABAg,@Ocol33,"Yo veo lo k sea ,tira para acá y te dejo el like",0,0,2026-05-18 21:48:31+00:00,0
UgwBEUFGiI9xsB1bcr54AaABAg,@TabacoTheGreen,Hacer un video de lo del rma de las cosas que se suelen romper y de las que no y luego de las cosaa que la gente cree que rompen por defecto de fabrica y es mas por el usuario y viceversa. Eso estaria interesante.,0,0,2026-05-18 05:35:21+00:00,0
UgxwTgN_HFePPh7WsyB4AaABAg,@Anderr997,"El que quieran tener en cuenta a la audiencia es evidencia que les apasiona lo que hacen, definitivamente me monto mi ordenador con ellos.<br>Tomaría el tema de la ventilación como una idea para un vídeo, calidad precio beneficio, que si es mejor la refrigeración por aire que la refrigeración liquida. Cómo segunda propuesta la de calificar setups, aquí creo que podrían hacer alguna serie de 2 o 3 capitulos mientras cuentas las típicas historias de experiencia locas y raras.",0,0,2026-05-18 11:08:47+00:00,0
UgzmdhrYCXfmmK6pJ-Z4AaABAg,@therhyte,"En mi opinión, porque otros canales de tecnología más grandes hagan cierto tipo de contenido no os tiene que hacer evitarlo, por ejemplo, una cosa son las noticias y otra es mantenerse actualizado, analizarlas y dar recomendaciones en función de eso con vuestro toque y opinión personal. Además, parte de vuestra esencia es que os dedicáis a montar equipos muy específicos para contextos y necesidades concretas y que salga algo chulo, si lo juntáis todo podéis ir haciendo videos para cada caso y presupuesto y a medida que el mercado suba o baje de precios, stock, nuevos componentes... ir renovando cada uno de esos videos y explicar por qué ahora algo puede ser mejor idea pillarlo para cierta gama mientras que antes no, o viceversa. Que luego además como tenéis una tienda podéis enlazar algunos PC que justo encajen con esa casuística (rendimiento, presupuesto, tamaño, ruido, estética...). Entiendo que no queráis convertir el canal en un anuncio pero si hay algo que resulta que tenéis que encaja con mi situación me gustaría saberlo. <br> <br>En mi caso, por ejemplo, por motivos personales paso largas temporadas en 2 sitios, y además teletrabajo, por lo que tengo 2 set ups fijos (sin ordenador) y luego me llevo el ordenador del trabajo y el personal de un lado para otro, quizás hay una solución más elegante como pillar un sobremesa para usarlo como servidor y conectarme desde cualquier sitio pero siempre me ha dado miedo gestionar que se vaya la luz o el lag, ver pruebas de como algo así podría funcionar puede ser interesante. También lo de la camper y setup gaming en mitad de la montaña es buen contenido, aunque a mí no me aplique me gustaría verlo, incluso podríais abrir un canal de discord, telegram... en la que la gente podría explicar su situación y sobre los casos más votados o más interesantes hacer un video con una propuesta &quot;ideal&quot; o una solución y ver como funciona eso. Y así nosotros también podemos ver qué tipo de casos os podríamos encargar aparte de PC gamings estándar o PCs de la NASA para empresas millonarias jaja También en ese canal se podría hablar de ofertas, noticias... y crear comunidad y conocer gente.<br><br>Y las anécdotas de lo que os encontráis y lo que os pide la gente siempre son interesantes de seguir escuchando!<br>Un abrazo máquinas!",0,0,2026-05-17 23:26:56+00:00,0
Ugz3CXQskUCKZV_nbwF4AaABAg,@Invok_3D,"Yo llevaba más de 10 años sin comprar una una PC pieza a pieza y andaba un poco perdido<br>Necesitaba una para edición y modelado 3D, gracias a los videos de Monitores, fuentes, RAM y compatibilidad de piezas pude hacer una muy buena compra justo antes de la crisis, por esos videos yo veo todo lo que publiquen sea lo que sea.",0,0,2026-05-17 21:04:03+00:00,0
UgzoTVdBrmGgTddKj814AaABAg,@JoséCid-d3m,"Actualizaciones de Windows, Prueba de hardware, temática de creación de contenido, historia de la informática. 👋👋",0,0,2026-05-17 20:46:13+00:00,0
Ugz0FLDcHu3UEsm31P54AaABAg,@mecagonlreyyendiossihicier61,Clases de informatica y como montar cibers,0,0,2026-05-17 20:50:04+00:00,0
Ugzt0cK2VIPoJAwswfB4AaABAg,@jf9669,Un vídeo probandte pelucas con RGB lo pegaría.😂,0,0,2026-05-17 21:01:16+00:00,0
Ugw-67Q3CHjx_7WWQLV4AaABAg,@javiergonzalez8738,"No importa si hacen contenido que ya existe pq eso no nos importa, lo que nos importa son las personas que están hablando",0,0,2026-05-19 17:05:44+00:00,0
UgwagLQvh-ia08_SmAB4AaABAg,@Solv933,"Me ha salido este vídeo, y me ha parecido muy útil, no es lo habitual por aquí...",0,0,2026-05-18 16:18:42+00:00,0
UgyrxJ7ErwOhpqBgEz54AaABAg,@schliemann8320,"La propuesta Sección: &quot;Caña al mono del Corte Inglés&quot;, y ahí abrireis los ojos a mucho pardillo, sacando los colores al Corte.",0,0,2026-05-17 20:03:11+00:00,0
UgwD0WB_kdoBaq-D4XF4AaABAg,@GPICONS,Hacer gameplays con cada maquina con 3 configuraciones baja normar y ultra graficos y ver el rendimiento de la maquina despues podras hacer comparaciones de ellas en cada juegos y por ultimo tierlist de las maquinas analizadas y su rendimiento para mas videos comprativa calidad precio de las maquinas,0,0,2026-05-18 12:47:52+00:00,0
Ugwwnxcy1pu2fm3Q3dV4AaABAg,@lasersolider6115,De la Idea 1 lo de el corte inglés y comprara si lo haces tú y mejor es muy buena idea suerte,0,0,2026-05-17 19:36:58+00:00,0
